DateTime,Price
2024-10-01T00:00:00,641100
2024-10-02T00:00:00,624650
2024-10-03T00:00:00,614690
2024-10-04T00:00:00,624650
2024-10-05T00:00:00,623710
2024-10-06T00:00:00,629590
2024-10-07T00:00:00,644430
2024-10-08T00:00:00,631740
2024-10-08T00:00:00,625080
2024-10-09T12:00:00,612360
